ID_DER,Type,Efficiency,Max_capaci,Min_capaci,Max_charge,Max_discha,Battery_co,Max_import,Max_export,CO2_price,Radius_WT,Power_coef,Status_EV,Geo_potent,Horizon,Lost_energ,N_EVs,POINT_X,POINT_Y
1,Grid,0.000000000000000,0,0,0,0,0.000000000000000,50000000,50000000,0.500000000000000,0,0.000000000000000,0,0.770000000000000,672,0.000000000000000,0,500605.593801999988500,6783097.415129999630153
2,Battery,0.900000000000000,50000,0,3000,3000,0.200000000000000,0,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,499160.313000999973156,6782869.024369999766350
4,Battery,0.900000000000000,280000,0,28000,28000,0.500000000000000,0,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,500613.552810000022873,6783327.546579999849200
5,Windturbine,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0.000000000000000,20,0.450000000000000,0,0.000000000000000,0,0.000000000000000,0,499878.764135000004899,6783505.386570000089705
6,Windturbine,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0.000000000000000,20,0.450000000000000,0,0.000000000000000,0,0.000000000000000,0,499918.173592999984976,6783531.659549999982119
7,Windturbine,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0.000000000000000,20,0.450000000000000,0,0.000000000000000,0,0.000000000000000,0,499960.867173000006005,6783562.530290000140667
8,Windturbine,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0.000000000000000,20,0.450000000000000,0,0.000000000000000,0,0.000000000000000,0,500001.590280000003986,6783594.057850000448525
9,Windturbine,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0.000000000000000,20,0.450000000000000,0,0.000000000000000,0,0.000000000000000,0,500043.627035000012256,6783622.958119999617338
10,Windturbine,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0.000000000000000,20,0.450000000000000,0,0.000000000000000,0,0.000000000000000,0,500091.575208999973256,6783657.769810000434518
